#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','DD4F62','ASW-20','G-CJTP','','Y','Y'
'F','DD4F63','Astir CS-77','G-DEOD','DSF','Y','Y'
'F','DD4F68','ASW-20','G-DDVV','DV','Y','Y'
'F','DD4F6B','Discus','G-CFTW','230','Y','Y'
'F','DD4F6D','Libelle Std','G-DCRO','CRO','Y','Y'
'F','DD4F6F','ASW-28','','104','Y','Y'
'F','DD4F73','ASW-20','G-CFPN','HD','Y','Y'
'F','DD4F75','Astir CS-77','G-GSST','770','Y','Y'
'F','DD4F76','LS-8','G-CHWS','Z5','Y','Y'
'F','DD4F7B','SZD-51 Junior','G-CJVC','JVC','Y','Y'
'F','DD4F7E','Astir CS-77','G-CJON','R67','Y','Y'
'F','DD4F84','SZD-51 Junior','G-CJMY','JMY','Y','Y'
'F','DD4F87','Piper J-3 Cub','F-JVZG','AGC','Y','Y'
'F','DD4F89','Europa XS','G-CFVR','','Y','Y'
'F','DD4F8A','Astir CS','G-CJYC','JYC','Y','Y'
'F','DD4F8B','EuroFox','G-CGYG','','Y','Y'
'F','DD4F8C','ASW-15','G-DCKP','CKP','Y','Y'
'F','DD4F8F','ASK-21','G-CHYJ','HYJ','Y','Y'
'F','DD4F92','LS-7','G-CFTY','753','Y','Y'
'F','DD4F97','ASK-13','F-CECC','CC','Y','Y'
'F','DD4F98','DG-300','G-cfjr','950','Y','Y'
'F','DD4F99','Twin Astir II','F-CFKV','KV','Y','Y'
'F','DD4F9A','Janus B','G-DDTC','DTC','Y','Y'
'F','DD4FA2','SF-25','D-KOOV','OV','Y','Y'
'F','DD4FA5','Taurus','F-JXEV','','Y','Y'
'F','DD4FAD','Motorglider','G-BTWD','','Y','Y'
'F','DD4FB4','Duo Discus xl','HB-3460','LZ','Y','Y'
'F','DD4FB8','Discus 2','ZK-GYK','7K','Y','Y'
'F','DD4FBE','MikroKopter Okto','Hilitec','','Y','Y'
'F','DD4FCF','Slingsby Vega 15m','G-BFYW','FYW','Y','Y'
'F','DD4FD3','Discus','G-CHKA','860','Y','Y'
'F','DD4FD7','DG-505','G-CKAX','KAX','Y','Y'
'F','DD4FD8','SZD-51 Junior','G-CFZF','FZF','Y','Y'
'F','DD4FD9','ASK-13','G-CKFJ','KFJ','Y','Y'
'F','DD4FDA','ASK-21','G-CKEK','KEK','Y','Y'
'F','DD4FDB','Twin Astir III','OH-828','828','Y','Y'
'F','DD4FE1','Astir CS','G-DDYF','850','Y','Y'
'F','DD4FE2','ASK-13','G-DCWH','CWH','Y','Y'
'F','DD4FE3','ASK-21','G-DHCX','HCX','Y','Y'
'F','DD4FEA','Unknown','CSVVAX4','','Y','Y'
'F','DD4FEB','SF-25','OY-XZL','','Y','Y'
'O','DD4FED','DG-400','OY-LSX','C1','Y','Y'
'O','DD4FEF','HK36 Super Dimona','OY-XZV','','Y','Y'
'F','DD4FF1','ASK-21','OY-LVX','C8','Y','Y'
'O','DD4FF3','SF-25','OY-HLX','','Y','Y'
'F','DD4FF8','SZD-51 Junior','G-CLRD','LRD','Y','Y'
'F','DD4FFA','Twin Astir III','F-CNDM','DM','Y','Y'
'F','DD4FFB','ASK-13','G-CJMZ','R37','Y','Y'
'F','DD4FFD','DG-505','G-CJZK','JZK','Y','Y'
'F','DD4FFF','Nimbus 3DT','G-NYMB','970','Y','Y'
'F','DD5008','SZD-48-3 Jantar Std 3','SP-3900','JK','Y','Y'
'F','DD5009','SF-27','EAGLE','BBB','Y','Y'
'F','DD500A','Cirrus Std','G-DCOR','COR','Y','Y'
'F','DD500C','ASK-13','G-DCCY','CCY','Y','Y'
'F','DD5018','LS-3','G-CKMV','KMV','Y','Y'
'F','DD501D','Mosquito','G-CHMT','380','Y','Y'
'F','DD501F','LS-4','D-2262','V4','Y','Y'
'F','DD5022','LAK-12','G-CHOG','','Y','Y'
'F','DD5028','SZD-51 Junior','','7K','Y','Y'
'F','DD5029','ASW-20','G-CFUN','FUN','Y','Y'
'F','DD502A','SZD-51 Junior','','5K','Y','Y'
'F','DD5034','DG-300','SE-UED','CB','Y','Y'
'F','DD5038','LS-4','SE-UIA','IA','Y','Y'
'F','DD503B','SZD-48 Jantar Std 2','SP-3686','MS','Y','Y'
'F','DD503C','PW-5','SP-3705','CU','Y','Y'
'F','DD503E','Cirrus Std','G-CJOE','JOE','Y','Y'
'F','DD504B','Ventus','F-CAIC','IC','Y','Y'
'F','DD5055','SF-28','F-CFTD','','Y','Y'
'F','DD505A','DG-100','G-CKDY','503','Y','Y'
'F','DD505B','DG-400','OY-XWI','NG','Y','Y'
'F','DD5061','Glasflugel 304','D-4167','AP','Y','Y'
'F','DD507D','C30S Edelweiss','F-CCUV','UV','Y','Y'
'F','DD5082','ASK-21','G-CLOV','LOV','Y','Y'
'F','DD5085','ASW-15','G-CFPB','XY','Y','Y'
'F','DD5088','Cirrus','JHL','JHL','Y','Y'
'F','DD5089','LS-3','G-CGDA','546','Y','Y'
'F','DD508A','ASW-15','G-CGDY','914','Y','Y'
'F','DD508D','LS-6 18','GCHOZ','U2','Y','Y'
'F','DD5093','DG-100','G-DGIO','DG1','Y','Y'
'F','DD50A3','Mosquito','G-CJNR','JNR','Y','Y'
'F','DD50A8','Ka-6 e','G-DCCA','CCA','Y','Y'
'F','DD50A9','ASK-21','G-PNGC','N3','Y','Y'
'F','DD50AB','Cirrus Std','D-KASX','SX','Y','Y'
'F','DD50BE','WT9 Dynamic','F-BSDV','','Y','Y'
'F','DD50BF','DR-400','F-GLVQ','VQ','Y','Y'
'F','DD50C2','Jodel D112','F-BNZB','ZB','Y','Y'
'F','DD50C5','DR-400','F-GMKA','KA','Y','Y'
'F','DD50CA','Discus 2','WAG-GL1','GL1','Y','Y'
'F','DD50CB','Duo Discus','G-CJFH','R1','Y','Y'
'F','DD50CC','Discus 2','WAG-GL2','GL2','Y','Y'
'F','DD50D0','Discus 2cT','D-KSCC','CC','Y','Y'
'F','DD50E0','DR-400','F-HBAR','AR','Y','Y'
'F','DD5106','UFO','BUZZ','DOG','Y','Y'
'F','DD5108','ASK-21','G-CLPV','LPV','Y','Y'
'F','DD510E','Pegase','F-CHKG','415','Y','Y'
'F','DD5116','Mosquito','ZK-GON','','Y','Y'
'F','DD5117','Pegase','F-CGBZ','169','Y','Y'
'F','DD78CD','Pilatus PC-6','F-HIHA','HA','Y','Y'
'F','DD8015','Astir Jeans','OO-ZWG','WG','Y','Y'
'F','DD8017','ASK-21','F-CJEM','EM','Y','Y'
'F','DD8086','LS-6 18','F-CGZB','','Y','Y'
'F','DD80D9','Salto H101','HB-1846','IVO','Y','Y'
'F','DD80DC','DR-300','D-EAIO','Sky','Y','Y'
'F','DD80F3','Husky A-1','HB-KME','KME','Y','Y'
'F','DD8105','Other','SPARE 1','SP1','Y','Y'
'F','DD811C','ASK-21','HB-1654','','Y','Y'
'F','DD8125','Discus','HB-3094','Z4','Y','Y'
'F','DD812B','Pegase','F-CGOP','335','Y','Y'
'F','DD812C','LS-8 18','F-CIRJ','','Y','Y'
'F','DD81D2','LS-1','F-CREZ','','Y','Y'
'F','DD8202','DG-1000','PH-1432','GO2','Y','Y'
'F','DD8207','Duo Discus','D-8291','X5','Y','Y'
'F','DD8209','','','','Y','N'
'F','DD820A','','','','Y','N'
'F','DD820E','Cirrus','OM-2200','99','Y','Y'
'F','DD8217','LS-4','D-3575','2W','Y','Y'
'F','DD8219','ASW-20','D-2499','99','Y','Y'
'F','DD821F','ASK-23','D-3427','27','Y','Y'
'F','DD8220','VSO-10','OM-6501','12','Y','Y'
'F','DD8222','Towplane','PH-1224','VCH','Y','Y'
'F','DD8223','DG-1000','PH-1431','GO1','Y','Y'
'F','DD8225','ASK-21','D-8677','77','Y','Y'
'F','DD8228','LS-4','PH-1549','HP','Y','Y'
'F','DD822B','Discus 2cT','D-KVFF','FF','Y','Y'
'F','DD8235','ASK-13','PH-436','','Y','Y'
'F','DD8240','DG-500','F-CHJC','HM','Y','Y'
'F','DD8243','LS-8 18','D-2369','YO','Y','Y'
'F','DD8245','Astir CS','F-CHSA','','Y','Y'
'F','DD8247','ASK-21','D-3866','GK','Y','Y'
'F','DD824B','Pegase','F-CFRA','01','Y','Y'
'F','DD824F','Ka-8','D-0614','14','Y','Y'
'F','DD8251','Discus','D-5075','75','Y','Y'
'F','DD826B','Astir CS-77','D-3274','74','Y','Y'
'F','DD8272','Janus B','F-CGQD','QD','Y','Y'
'F','DD8280','Pegase','F-CGBX','LY','Y','Y'
'F','DD8281','VSO-10','OM-4503','K0','Y','Y'
'F','DD8284','VSO-10','OM-2512','G7','Y','Y'
'F','DD8286','VSO-10','OM-0505','D5','Y','Y'
'F','DD8292','Silent 2 Targa','DF','DF','Y','Y'
'F','DD8297','Discus','F-CGGI','D10','Y','Y'
'F','DD829A','ASK-21','PH-686','JL','Y','Y'
'F','DD829E','Janus B','PH-1252','VZ','Y','Y'
'F','DD829F','Nimbus 4DT','D-xxQB','QB','Y','Y'
'F','DD82A4','Ventus 2','F-CIJB','I','Y','Y'
'F','DD82A8','','','','Y','N'
'F','DD82AB','Twin Astir II','LN-GLX','LX','Y','Y'
'F','DD82AC','ASK-21','PH-844','HY','Y','Y'
'F','DD82AE','Janus C','OO-KDB','KB','Y','Y'
'F','DD82AF','LS-7','D-3872','X2','Y','Y'
'F','DD82B7','LS-8 18','D-1698','6W','Y','Y'
'F','DD82B8','Discus 2','N-882CF','F2','Y','Y'
'F','DD82BB','LS-6','OM-6600','GI','Y','Y'
'F','DD82C5','ASW-20','D-3386','ISM','Y','Y'
'F','DD82C8','DG-1000','LN-GCN','CN','Y','Y'
'F','DD82CA','ASK-13','PH-453','','Y','Y'
'F','DD82CE','ASK-13','D-8659','59','Y','Y'
'F','DD82D0','LS-8','PH-1172','LDS','Y','Y'
'F','DD82D2','ASK-18','D-9280','ED','Y','Y'
'F','DD82DE','Pegase','OM-1100','101','Y','Y'
'F','DD82E5','LS-8 18','LN-GCG','CG','Y','Y'
'F','DD82E7','Astir CS-77','OO-ZVX','','Y','Y'
'F','DD82EB','Calif A21S','I-IVCB','CB','Y','Y'
'F','DD82EE','Discus','G-CEWZ','381','Y','Y'
'F','DD82F8','DG-300','OE-5505','CL','Y','Y'
'F','DD82F9','','','','Y','N'
'F','DD8309','SF-25','D-KTIL','IL','Y','Y'
'F','DD830B','Janus C','F-COCI','','Y','Y'
'F','DD830F','ASK-21','F-CKAJ','AJ','Y','Y'
'F','DD8313','Libelle Std','D-9448','XV','Y','Y'
'F','DD8328','Husky A-1','D-EBDZ','DZ','Y','Y'
'F','DD832B','LS-6','OM-3300','N6','Y','Y'
'F','DD8349','Blanik','OM-9203','03','Y','Y'
'F','DD834A','Ventus','OO-YGG','GG','Y','Y'
'F','DD8354','ASW-15','D-0654','54','Y','Y'
'F','DD8358','','','','Y','N'
'F','DD835A','LS-8','D-9801','7K','Y','Y'
'F','DD835B','Duo Discus','D-2575','FN','Y','Y'
'F','DD836B','ASK-13','D-2188','88','Y','Y'
'F','DD836F','LS-4','F-CEIX','','Y','Y'
'F','DD8372','ASK-23','D-8325','25','Y','Y'
'F','DD838A','Duo Discus t','F-CVAV','M3','Y','Y'
'F','DD838C','Astir Club','OO-ZVR','','Y','Y'
'F','DD839F','SF-25','D-KOKI','KI','Y','Y'
'F','DD83A2','','','','Y','N'
'F','DD83AC','Blanik','OM-9205','05','Y','Y'
'F','DD83C8','LS-8','PH-1348','M7','Y','Y'
'F','DD83C9','Nimbus 2','OM-4400','MF','Y','Y'
'F','DD83CE','Janus C','F-CLMT','','Y','Y'
'F','DD83D7','LS-8','D-3605','70','Y','Y'
'F','DD83DD','Libelle Std','OM-0201','109','Y','Y'
'F','DD83F0','ASK-21','F-CHIL','IL','Y','Y'
'F','DD83F6','Cirrus Std','PH-1550','HE','Y','Y'
'F','DD83F8','ASK-21','F-CHAM','AM','Y','Y'
'F','DD83FD','Pegase','F-CHLQ','MY','Y','Y'
'F','DD83FE','Janus A','F-CEPF','33','Y','Y'
'F','DD8403','Pegase','F-CHLN','B','Y','Y'
'F','DD8409','Pegase','F-CHLX','','Y','Y'
'F','DD840C','ASW-19','OY-XPY','Z5','Y','Y'
'F','DD841B','Duo Discus','D-3223','BZ','Y','Y'
'F','DD841C','LS-8 18','D-8930','BT','Y','Y'
'F','DD8423','Astir CS-77','D-5913','K13','Y','Y'
'F','DD8424','Discus 2c','F-CFDV','EV','Y','Y'
'F','DD8433','Janus C','D-2815','AE','Y','Y'
'F','DD8436','Astir CS','F-CTDV','2S','Y','Y'
'F','DD8441','','','','Y','N'
'F','DD844C','Astir Jeans','F-CBNA','','Y','Y'
'F','DD844E','LS-1 f','D-2939','BI','Y','Y'
'F','DD8450','','','','N','N'
'F','DD8454','ASW-24','G-CJEB','JE','Y','Y'
'F','DD8460','SF-25','DKBUT','UT','Y','Y'
'F','DD846D','Libelle Club','G-DDEO','716','Y','Y'
'F','DD847F','LS-4','D-3437','CG','Y','Y'
'F','DD8494','Pegase','LD','','Y','Y'
'F','DD849B','Pegase','G-CFRX','FRX','Y','Y'
'F','DD849F','LS-4','F-CFZR','V43','Y','Y'
'F','DD84A3','Marianne','F-CBLP','','Y','Y'
'F','DD84AF','Astir CS','D-XX90','ZZ','Y','Y'
'F','DD84B2','LS-8 st 18','G-CHMD','UG','Y','Y'
'F','DD84B7','ASK-21 MI','HB-2450','','Y','Y'
'I','DD84B9','Ka-6 cr','D-9117','17','Y','Y'
'F','DD84D0','Astir Jeans','F-CFTL','R23','Y','Y'
'F','DD84D7','DG-500','D-KBNO','iNO','Y','Y'
'F','DD84DC','Grob G109','G-CDNA','NA','Y','Y'
'F','DD84DF','Duo Discus','G-CHWB','3','Y','Y'
'F','DD84EA','SF-25','DKBUY','UY','Y','Y'
'F','DD84F0','Discus','G-CFDM','H20','Y','Y'
'F','DD84F2','Discus','D-5476','76','Y','Y'
'F','DD84FB','DG-808 C','D-KMYT','YT','Y','Y'
'F','DD84FD','LS-4','LX-CLS','LS','Y','Y'
'F','DD8504','Astir CS','OM-5078','78','Y','Y'
'F','DD8509','SF-25','F-CJVV','SF','Y','Y'
'F','DD850A','Blanik','OM-2707','07','Y','Y'
'F','DD850C','SZD-51 Junior','F-CBZH','1F','Y','Y'
'F','DD8513','Blanik','OM-1713','13','Y','Y'
'F','DD8519','LS-3','PH-690','LC','Y','Y'
'F','DD8520','EuroFox','OM-LAN','LAN','Y','Y'
'F','DD8523','HK36 Super Dimona','D-KMGA','GA','Y','Y'
'F','DD8525','DR-400','F-GLKB','KB','Y','Y'
'F','DD8530','Ventus ct','G KCHG','JB','Y','Y'
'F','DD8531','Discus t','G-CHJL','516','Y','Y'
'F','DD854A','Nimbus 3DT','G-KEPE','PE','Y','Y'
'F','DD8552','Pegase','F-CHFF','','Y','Y'
'F','DD8559','ASW-20','OY-UXE','EF','Y','Y'
'F','DD855C','Janus CM','D-KFGH','','Y','Y'
'F','DD855E','ASH-26 E','26','26','Y','Y'
'F','DD8568','Z-226 trener','OM-LLO','LLO','Y','Y'
'F','DD856B','LS-4','D-2669','74','Y','Y'
'F','DD856C','Pegase','F-CGBR','SR','Y','Y'
'F','DD857E','ASH-25','D-KEPA','PA','Y','Y'
'F','DD8580','Pegase','F-CHEM','EG','Y','Y'
'F','DD8582','Mistral C','D-0408','GR','Y','Y'
'F','DD858B','LS-4','LX-CMN','MN','Y','Y'
'F','DD8590','LS-1 d','OY-MKX','B6','Y','Y'
'F','DD8595','Pilatus B4','OY-XBI','C7','Y','Y'
'F','DD8596','HK36 Super Dimona','OY-SGX','D3','Y','Y'
'F','DD8597','Discus','F-CFTV','EX','Y','Y'
'F','DD859E','ASK-13','PH-431','D9','Y','Y'
'F','DD85C5','LS-4','D-9016','DH','Y','Y'
'F','DD85DA','LS-8','OY-XSE','SE','Y','Y'
'F','DD85DE','DG-400','D-KDRT','RT','Y','Y'
'F','DD85F5','LS-4','D-1072','HL','Y','Y'
'F','DD85F6','Discus','D-3960','YJ','Y','Y'
'F','DD8603','Pegase','FP','','Y','Y'
'F','DD8604','DG-1000 T','OM-8800','NIT','Y','Y'
'F','DD8605','Duo Discus','G-CKCV','WE4','Y','Y'
'F','DD8610','SF-25','D-KBUE','','Y','Y'
'F','DD861B','Janus C','D-9395','8W','Y','Y'
'F','DD861D','LS-8 18','F-CGZX','V92','Y','Y'
'F','DD862A','SF-34','F-CIHP','KD','Y','Y'
'F','DD8634','LS-8 18','D-6696','B1','Y','Y'
'F','DD8635','Duo Discus x','D-9972','72','Y','Y'
'F','DD863A','Unknown','23','','Y','Y'
'F','DD863E','','','','Y','N'
'F','DD864C','Libelle Club','D-2467','67','Y','Y'
'F','DD8651','LS-4 W','D-7044','U8','Y','Y'
'F','DD866D','DR-400','D-EAHK','HK','Y','Y'
'F','DD868F','Discus t','G-CHHO','97Z','Y','Y'
'F','DD8697','ASK-21','D-8628','MC','Y','Y'
'F','DD86A4','ASW-20','D-6960','DN','Y','Y'
'F','DD86AB','Ventus cM','D-KMTL','','Y','Y'
'F','DD86AD','Janus C','D-1155','DF','Y','Y'
'F','DD86E4','','','','Y','N'
'F','DD86E6','Duo Discus','D-1831','BG','Y','Y'
'F','DD86EF','Duo Discus t','D-KTDH','DH','Y','Y'
'F','DD86FC','Twin Astir I','G-CLOO','115','Y','Y'
'F','DD8711','Hornet','VH-GMK','MK','Y','Y'
'F','DD8741','LS-4','D-8252','','Y','Y'
'F','DD874B','ASK-21','D-6530','DIN','Y','Y'
'F','DD875B','Bergfalke II','OE-0187','87','Y','Y'
'F','DD8762','','','','Y','N'
'F','DD8770','Unknown','D-EVDH','DH','Y','Y'
'F','DD8777','Discus 2','D-1147','73','Y','Y'
'F','DD8783','Towplane','F-PFVV','V1','Y','Y'
'F','DD8787','LS-4','F-CFZZ','V55','Y','Y'
'F','DD8788','Nimbus 4D','F-CFUV','BSA','Y','Y'
'F','DD878A','LS-4','F-CFZU','V78','Y','Y'
'F','DD878B','Discus 2','F-CFDP','EH','Y','Y'
'F','DD8792','LS-4','G-CKLN','A4','Y','Y'
'F','DD8793','Duo Discus t','g-ckar','977','Y','Y'
'F','DD8794','Pegase','F-CHDB','','Y','Y'
'F','DD879C','ASH-26 E','D-KGKS','V8','Y','Y'
'F','DD879D','Duo Discus xl','F-CJAE','EJ','Y','Y'
'F','DD879E','Duo Discus t','G-CJUM','2UP','Y','Y'
'F','DD87A0','LS-3','F-CESM','S10','Y','Y'
'F','DD87A3','LS-4','F-CFZQ','V44','Y','Y'
'F','DD87A7','Marianne','F-CBLZ','ELZ','Y','Y'
'F','DD87AC','Astir Club','F-CFMN','','Y','Y'
'F','DD87BE','alliance 34','F-CIHJ','HJ','Y','Y'
'F','DD87C0','Zugvogel IIIa','D-8351','','Y','Y'
'F','DD87C3','SZD-50 Puchacz','D-8640','KSS','Y','Y'
'F','DD87C6','DR-300','HB-EDB','EDB','Y','Y'
'F','DD87C8','Janus B','PH-1570','N15','Y','Y'
'F','DD87DD','Cirrus 18m','D-0504','HM','Y','Y'
'F','DD87E9','ASK-21','LX-CLV','LV','Y','Y'
'F','DD888D','ASW-20','FCFXY','XY','Y','Y'
'I','DD8898','LS-7','F-CGYC','','Y','Y'
'F','DD88A1','LS-7','F-CGYB','','Y','Y'
'F','DD88D4','HK36 Super Dimona','F-CHQE','QE','Y','Y'
'F','DD88D9','Cirrus Std','F-CDOV','ED','Y','Y'
'F','DD88E1','Grob G109','G-CGXW','','Y','Y'
'F','DD88E2','DG-300','F-CFVT','VT','Y','Y'
'F','DD88E5','LS-4','F-CLMF','MF','Y','Y'
'F','DD88E6','ASH-25','F-CHAQ','AQ','Y','Y'
'F','DD88FF','ASW-20','F-CFLQ','LA','Y','Y'
'F','DD8903','Ka-8','D-5435','','Y','Y'
'F','DD890C','Pegase','F-CHGH','GH','Y','Y'
'F','DD890E','Duo Discus','F-CIDF','DF','Y','Y'
'F','DD8912','OldTimer','AAFO','FO','Y','Y'
'F','DD8916','Duo Discus xt','D-KWSZ','W2','Y','Y'
'F','DD8927','DR-400','F-GORY','RY','Y','Y'
'F','DD892D','PIK-20 E','F-CFPE','PE','Y','Y'
'F','DD892E','ASW-22 BL','D-KIGA','GR','Y','Y'
'F','DD8930','LS-8 18','F-CFZT','ZT','Y','Y'
'F','DD8937','DR-400','F-GGXE','EXE','Y','Y'
'F','DD8938','ASW-20','F-CFTW','O2','Y','Y'
'F','DD893A','SF-25','D-KTIO','IO','Y','Y'
'F','DD8947','HK36 Super Dimona','D-KMGO','','Y','Y'
'F','DD8949','LS-4','F-CVLC','LC','Y','Y'
'F','DD894E','Ventus 2cxT','D-KLAA','AA','Y','Y'
'F','DD8955','LS-4','D-1604','G3','Y','Y'
'F','DD8961','Libelle Std','D-2160','60','Y','Y'
'F','DD897D','ASW-20','FCFXY','XY','Y','Y'
'F','DD898D','ASK-13','F-CPSX','SX','Y','Y'
'F','DD89A2','PIK-20 E','D-KWTT','TT','Y','Y'
'F','DD89A7','Motorglider','F-CAHJ','HJ','Y','Y'
'F','DD89AE','ASW-20','OK-3759','TX','Y','Y'
'F','DD89B3','Unknown','','FL','Y','Y'
'F','DD89BC','ASW-27','F-CMJL','JL','Y','Y'
'F','DD89BE','DG-300','HB-1752','1B','Y','Y'
'F','DD89C1','Nimbus 3D','F-CFUT','UT','Y','Y'
'F','DD89C4','LS-6 18','F-CGUL','3C','Y','Y'
'F','DD89C7','LS-1 f','OK-2739','EM','Y','Y'
'F','DD89C9','Twin Astir III','D-3656','P1','Y','Y'
'F','DD89CA','Ka-8','D-8316','','Y','Y'
'F','DD89D9','LS-7','D-1713','SMK','Y','Y'
'F','DD89E3','ASK-13','I-SANO','NO','Y','Y'
'F','DD89F5','WA30 Bijave','F-CDMJ','MJ','Y','Y'
'F','DD8A0D','Janus CM','OM-1515','T','Y','Y'
'F','DD8A20','LS-1 f','D-4643','C3','Y','Y'
'F','DD8A2F','LS-6 18','G-CLPB','LPB','Y','Y'
'F','DD8A33','DR-400','D-ESHO','','Y','Y'
'F','DD8A45','','','','N','N'
'F','DD8A4E','ASK-13','D-8963','63','Y','Y'
'F','DD8A5A','Duo Discus','F-CMEI','EI','Y','Y'
'F','DD8A64','OldTimer','AAFO','NR','Y','Y'
'F','DD8A68','Ka-8','OE-0754','','Y','Y'
'F','DD8A6C','ASK-13','G-DDKE','DKE','Y','Y'
'F','DD8A79','PIK-20 D','OO-ZJA','JA','Y','Y'
'F','DD8A7A','RF 3','Sam_TT','TT','Y','Y'
'F','DD8A99','SF-28','F-CFJB','EJB','Y','Y'
'F','DD8AA1','Pegase','F-CHGO','GO','Y','Y'
'F','DD8AA7','Twin Astir II','I-ALOR','P2','Y','Y'
'F','DD8AAF','','','','Y','N'
'F','DD8B2C','Pegase','F-CGED','','Y','Y'
'F','DD8B31','Pegase','F-CHEX','','Y','Y'
'F','DD8B32','Ventus 2CX','F-CIJO','','Y','Y'
'F','DD8BC1','Mosquito','F-CEQV','M1','Y','Y'
'F','DD8BF8','ASK-23','F-CLOE','','Y','Y'
'F','DD8BF9','ASK-13','G-CKHH','KHH','Y','Y'
'F','DD8C0D','SZD-48-3 Jantar Std 3','SP-3538','LL','Y','Y'
'F','DD8C18','Discus','HB-1885','X7','Y','Y'
'F','DD8C2C','PA-25 Pawnee','G-AVXA','','Y','Y'
'F','DD8C42','Ultralight','D-MUFY','FY','Y','Y'
'F','DD8C62','DG-300','HB-3122','','Y','Y'
'F','DD8C6D','Astir CS','G-CFRL','FRL','Y','Y'
'F','DD8C6E','DG-505','HB-3205','5PA','Y','Y'
'F','DD8C70','Discus','F-CGGE','3D','Y','Y'
'F','DD8C89','Jodel D120','F-PPRQ','R3F','Y','Y'
'F','DD8C94','MS-893 Commodore','F-BLGB','GB','Y','Y'
'F','DD8CB0','SF-25','HB-2261','old','Y','Y'
'F','DD8CC1','Janus C','HB-1868','','Y','Y'
'F','DD8CD9','Pegase','F-CFQT','','Y','Y'
'F','DD8CDF','Maule M-7-235','N5652N','52N','Y','Y'
'F','DD8CE3','SZD-48-1 Jantar Std 2','SP-3740','DZ','Y','Y'
'F','DD8CE4','Eurostar EV97','D-MSSP','','Y','Y'
'F','DD8D27','HK36 Super Dimona','OE-9451','EN2','Y','Y'
'F','DD8D3B','ASK-21','HB-1669','KH','Y','Y'
'F','DD8D52','Twin Astir II','D-3069','','Y','Y'
'F','DD8D57','Other','69VB','','Y','Y'
'F','DD8D59','LS-1 f','F-CEKV','L72','Y','Y'
'F','DD8D62','Mistral C','OO-YNG','','Y','Y'
'F','DD8D6D','MS-893 Commodore','F-BOTH','','Y','Y'
'F','DD8D71','LAK-17 BT','D-KIBG','BG','Y','Y'
'F','DD8D72','Ka-8','D-4295','GAG','Y','Y'
'F','DD8D7F','Marianne','F-CBLN','','Y','Y'
'F','DD8D81','ASK-21','PH-975','W6','Y','Y'
'F','DD8D8C','ASK-13','G-CJMX','JMX','Y','Y'
'F','DD8D8F','Discus 2','OM-2222','DI','Y','Y'
'F','DD8DA0','SF-34','D-KOSL','RC2','Y','Y'
'F','DD8DA6','ASK-13','F-CECO','','Y','Y'
'F','DD8DA8','Different Aircraft','SPARE 4','SP4','Y','Y'
'F','DD8DAE','Twin Astir II','EWP','EWP','Y','Y'
'F','DD8DB2','ASK-21','PH-1306','W5','Y','Y'
'F','DD8DB7','Mini Nimbus','G-CKPV','O10','Y','Y'
'F','DD8DB8','SZD-50 Puchacz','G-DHCF','HCF','Y','Y'
'F','DD8DC6','DG-500','F-CJDG','','Y','Y'
'F','DD8DCA','LS-4','D-6199','W3','Y','Y'
'F','DD8DD0','HPH 304S Shark','D-4015','1','Y','Y'
'F','DD8DD3','DG-300','D-0357','PL','Y','Y'
'F','DD8DE6','LS-3','D-2810','AG','Y','Y'
'F','DD8DEA','ASW-20','G-CJZH','JZH','Y','Y'
'F','DD8DED','Pegase','F-CGEU','','Y','Y'
'F','DD8DEE','Twin Astir II','G-DEWG','EWG','Y','Y'
'F','DD8DF0','Astir CS','G-DDFR','DFR','Y','Y'
'F','DD8DF5','Twin Astir II','YA','','Y','Y'
'F','DD8DF6','Pegase Trainer','F-CGSB','','Y','Y'
'F','DD8DF7','DG-100','','177','Y','Y'
'F','DD8E01','Marianne','F-CGMJ','MJ','Y','Y'
'F','DD8E02','LS-1 f','KP','','Y','Y'
'F','DD8E06','Unknown','6','','Y','Y'
'F','DD8E23','ASW-19','G-CHNC','HNC','Y','Y'
'F','DD8E29','Unknown','4','','Y','Y'
'F','DD8E2D','DG-300','G-CJVL','JVL','Y','Y'
'F','DD8E30','SZD-50 Puchacz','JEC','JEC','Y','Y'
'F','DD8E3F','LS-8 18','D-8123','W1','Y','Y'
'F','DD8E4D','DG-200','','BM','Y','Y'
'F','DD8E52','Ka-8','OO-ZDT','DT','Y','Y'
'F','DD8E53','LS-8','OM-8888','SI','Y','Y'
'F','DD8E56','Other','OM-LSP','LSP','Y','Y'
'F','DD8E57','VSO-10','OM-8506','80','Y','Y'
'F','DD8E5B','ASG-29E','D-KOLM','LM','Y','Y'
'F','DD8E6B','Astir CS-77','F-CEXX','R33','Y','Y'
'F','DD8E6C','PW-6','F-CPCA','CV','Y','Y'
'F','DD8E6F','MS-893 Commodore','F-BVHR','HR','Y','Y'
'F','DD8E8C','LS-1 f','SE-TPP','G7','Y','Y'
'F','DD8E8E','LAK-17 A','F-CHMY','2L','Y','Y'
'F','DD8E94','Pilatus B4','G-CHLC','HLC','Y','Y'
'F','DD8E9B','ASK-21','F-CGCL','','Y','Y'
'F','DD8EA3','Duo Discus','F-CHTO','TO','Y','Y'
'F','DD8EA8','HK36 Super Dimona','D-KHQH','QH','Y','Y'
